district_code,district_name,gram_panchayat_code,gram_panchayat_name,prd_block_name,prd_block_code,lgd_block_name,lgd_block_code
118,Agra,43199,Burhera,KHERAGARH,1397,Kheragarh,814
159,Kheri,73621,Buriya,MOHAMMADI,1884,Mohammadi,1302
184,Sonbhadra,90373,But Berahawa,DUDHI,2154,Dudhi,1572
133,Budaun,56613,Butla Daulat,UJHANI,1596,Ujhani,1014
133,Budaun,56614,Butla Khanjan,UJHANI,1596,Ujhani,1014
660,Shamli,81583,Butrada,SHAMLI,2018,Shamli,1436
660,Shamli,81584,Butrari,SHAMLI,2018,Shamli,1436
172,Muzaffarnagar,81337,Buwara Kalan,KHATAULI,2013,Khatauli,1431
661,Hapur,63781,Buxer,SIMBHAWALI,1718,Simbhawali,1136
133,Budaun,56498,Byaur,SALARPUR,1594,Salarpur,1012
136,Chitrakoot,58457,Byohara,PAHARI,1627,Pahari,1045
133,Budaun,56706,Byoli,WAZIRGANJ,1598,Wazirganj,1016
136,Chitrakoot,58329,Byoor,MANIKPUR,1625,Manikpur,1043
125,Bahraich,49467,Cahalar,SHIVPUR,1488,Shivpur,905
172,Muzaffarnagar,81544,Chaandpur,SHAHPUR,2017,Shahpur,1435
154,Amroha,238797,Chachaura,GANGESHWARI,1837,Gangeshwari,1255
118,Agra,274052,Chachiha,PINAHAT,1398,Pinahat,815
159,Kheri,268871,Chachra,RAMIA BEHAR,1890,Ramia Behar,1308
150,Hardoi,67801,Chachrapur,BILGRAM,1782,Bilgram,1200
659,Sambhal,80828,Chachu Nagla,PANWASA,2004,Panwasa,1422
159,Kheri,73257,Chack Lakhipur,DHAURHARA,1879,Dhaurhara,1297
123,Azamgarh,48176,Chack Shakh Ahmad Urf Chakiya,SATHIYAON,1467,Sathiyaon,884
660,Shamli,239583,Chadhaw,KANDHLA,2012,Kandhla,1430
126,Ballia,50094,Chadi Sarai Sambhal,NAGRA,1501,Nagra,918
125,Bahraich,49137,Chafariya,MIHINPURWA,1483,Mihinpurwa,900
159,Kheri,73258,Chahamalpur,DHAURHARA,1879,Dhaurhara,1297
174,Pratapgarh,83307,Chahin,SANGIPUR,2043,Sangipur,1461
128,Banda,51205,Chahitara,BADOKHAR KHURD,1518,Badokhar Khurd,935
120,Prayagraj,44300,Chaimalpur,BAHRIA,1414,Bahria,831
142,Fatehpur,62421,Chaimalpur,HATHGAON,1693,Hathgaon,1111
186,Unnao,92894,Chainpur,SUMERPUR,2197,Sumerpur,1615
126,Ballia,50370,Chainpur Guloura,SIAR,1506,Siar,923
170,Mirzapur,79520,Chainpura,JAMALPUR,1984,Jamalpur,1402
146,Ghazipur,64708,Chaitho Bandh,VARACHAKWAR,1732,Varachakwar,1150
171,Moradabad,80465,Chajjupura Doyam,CHHAJLET,1999,Chhajlet,1417
132,Bijnor,55598,Chajupura,NOORPUR,1580,Noorpur,998
126,Ballia,50210,Chak Bahauddinpur,PANDAH,1503,Pandah,920
180,Shahjahanpur,87340,Chak Bakainia,NIGOHI,2109,Nigohi,1527
142,Fatehpur,62631,Chak Barari,TELYANI,1696,Telyani,1114
180,Shahjahanpur,86895,Chak Bhitara,BHAWAL KHERA,2099,Bhawal Khera,1517
180,Shahjahanpur,87069,Chak Chandar Sen,JALALABAD,2102,Jalalabad,1520
126,Ballia,272684,Chak Chirkathan,RASRA,1504,Rasra,921
120,Prayagraj,45048,Chak Deeha,MANDA,1424,Manda,841
148,Gorakhpur,67037,Chak Deia,SARDARNAGAR,1768,Sardarnagar,1186
146,Ghazipur,64076,Chak Fatima Urf Bairak,JAKHANIA,1723,Jakhania,1141
171,Moradabad,80619,Chak Fazalpur,KUNDARKI,2001,Kundarki,1419
171,Moradabad,80620,Chak Habibpur,KUNDARKI,2001,Kundarki,1419
126,Ballia,50371,Chak Habsapur,SIAR,1506,Siar,923
187,Varanasi,93076,Chak Kharawan,BARAGAON,2199,Baragaon,1617
121,Ambedkar Nagar,46172,Chak Kodar,KATEHARI,1439,Katehari,856
174,Pratapgarh,269030,Chak Majhanipur,BABA BELKHARNATH DHAM,2029,Baba Belkharnath Dham,1447
146,Ghazipur,270589,Chak Medni No.1,ZAMANIA,1734,Zamania,1152
146,Ghazipur,64819,Chak Medni No.2,ZAMANIA,1734,Zamania,1152
185,Sultanpur,274197,Chak Moosi,BALDIRAI,2161,Baldirai,1579
152,Jaunpur,69236,Chak Pataila,BAKSHA,1806,Baksha,1224
158,Kaushambi,72885,Chak Pinha,NEVADA,1873,Nevada,1291
175,Rae Bareli,83943,Chak Rar,RAHI,2057,Rahi,1475
142,Fatehpur,62369,Chak Rasulabad,HASWA,1692,Haswa,1110
146,Ghazipur,266827,Chak Sah Gulam Urf Sakartali,GHAZIPUR,1722,Ghazipur,1140
123,Azamgarh,47826,Chak Sahdariya,PALHANA,1462,Palhana,879
122,Auraiya,46491,Chak Sakatapur,AJITMAL,1443,Ajitmal,860
148,Gorakhpur,67089,Chak Saraya,URUWA,1769,Uruwa,1187
185,Sultanpur,274193,Chak Shivapur,BALDIRAI,2161,Baldirai,1579
120,Prayagraj,45453,Chak Sucher,SHANKARGARH,1430,Shankargarh,847
173,Pilibhit,81745,Chaka,AMARIYA,2021,Amariya,1439
137,Deoria,58753,Chakara Upadhyay,BHAGALPUR,1632,Bhagalpur,1050
123,Azamgarh,47272,Chakarapanpur,JAHANAGANJ,1454,Jahanaganj,871
659,Sambhal,80182,Chakarpur Memri,BAHJOI,1995,Bahjoi,1413
142,Fatehpur,62111,Chakaskaran,BAHUA,1688,Bahua,1106
176,Rampur,84747,Chakauni,SHAHABAD,2070,Shahabad,1488
136,Chitrakoot,58388,Chakaur Mustkil,MAU,1626,Mau,1044
154,Amroha,238863,Chakauri,HASANPUR,1838,Hasanpur,1256
137,Deoria,59329,Chakbandi Urf Pranpur,RAMPUR KARKHANA,1641,Rampur Karkhana,1059
131,Basti,54029,Chakchai,GAUR,1560,Gaur,978
130,Bareilly,52949,Chakdaha Bhagautipur,BHOJIPURA,1544,Bhojipura,962
633,Kasganj,60363,Chakeri,SORON,1659,Soron,1077
146,Ghazipur,64817,Chakesia Urf Khalilan Chak,ZAMANIA,1734,Zamania,1152
135,Chandauli,57681,Chakia Bhupali,CHAHNIYA,1616,Chahniya,1034
123,Azamgarh,47768,Chakidi,MOHAMMADPUR,1461,Mohammadpur,878
126,Ballia,49647,Chakiya,BAIRIA,1491,Bairia,908
120,Prayagraj,44438,Chakiya Girdkot,DHANUPUR,1416,Dhanupur,833
123,Azamgarh,47769,Chakiya Husenabad,MOHAMMADPUR,1461,Mohammadpur,878
186,Unnao,92409,Chakkosehari,HASANGANJ,2189,Hasanganj,1607
148,Gorakhpur,66387,Chakmali Urf Bithua,GAGAHA,1758,Gagaha,1176
168,Mau,78359,Chakmano Urf Dargah,DOHRI GHAT,1962,Dohri Ghat,1380
146,Ghazipur,64820,Chakmazid Urf Chakiya,ZAMANIA,1734,Zamania,1152
132,Bijnor,54888,Chakmohamadnagar,DHAMPUR,1572,Dhampur,990
146,Ghazipur,268260,Chakmukuri Berejpur,MOHAMMADABAD,1728,Mohammadabad,1146
154,Amroha,238798,Chakpheri,GANGESHWARI,1837,Gangeshwari,1255
152,Jaunpur,70357,Chakraj Sahawai,SHAH GANJ,1821,Shah Ganj,1239
142,Fatehpur,272808,Chakrasulpur,BAHUA,1688,Bahua,1106
187,Varanasi,92973,Chakrpanpur,ARAJILINE,2198,Arajiline,1616
132,Bijnor,54890,Chakshahajani,DHAMPUR,1572,Dhampur,990
146,Ghazipur,268120,Chaktaha,MOHAMMADABAD,1728,Mohammadabad,1146
125,Bahraich,48809,Chaku Jot,CHITAURA,1478,Chitaura,895
132,Bijnor,55218,Chakudaychand,KOTWALI,1576,Kotwali,994
137,Deoria,58882,Chakur Fakir,BHATNI,1634,Bhatni,1052
126,Ballia,50211,Chakuralla,PANDAH,1503,Pandah,920
168,Mau,259716,Chalaha,RANIPUR,1968,Ranipur,1386
146,Ghazipur,269874,Chalni,JAKHANIA,1723,Jakhania,1141
130,Bareilly,53508,Chaman Nagaria,NAWABGANJ,1553,Nawabganj,971
119,Aligarh,43978,Chamar Nagaria,KHAIR,1410,Khair,827
154,Amroha,238864,Chamar Patei,HASANPUR,1838,Hasanpur,1256
151,Jalaun,68794,Chamend,KONCH,1799,Konch,1217
135,Chandauli,271378,Chamer Bandh,NAUGARH,1620,Naugarh,1038
183,Sitapur,89631,Chamkhar,MAHOLI,2142,Maholi,1560
130,Bareilly,53590,Champaatpur,RAMNAGAR,1554,Ramnagar,972
120,Prayagraj,45306,Champapur,PRATAPPUR,1428,Pratappur,845
120,Prayagraj,44391,Champatpur,CHAKA,1415,Chaka,832
141,Farrukhabad,61886,Champatpur,SHAMSABAD,1684,Shamsabad,1102
180,Shahjahanpur,87252,Chamra Bojhi,KHUTAR,2106,Khutar,1524
123,Azamgarh,47692,Chamradih,MIRZAPUR,1460,Mirzapur,877
156,Kanpur Dehat,71983,Chamraua,SANDALPUR,1856,Sandalpur,1274
171,Moradabad,80755,Chamraua,MUNDA PANDEY,2003,Munda Pandey,1421
147,Gonda,65077,Chamrauli,COLONELGANJ,1738,Colonelganj,1156
172,Muzaffarnagar,270078,Chamrawala,PURKAJI,2016,Purkaji,1434
659,Sambhal,80909,Chamrua,SAMBHAL,2005,Sambhal,1423
180,Shahjahanpur,87341,Chamrua,NIGOHI,2109,Nigohi,1527
184,Sonbhadra,90535,Chanaga,MYORPUR,2156,Myorpur,1574
136,Chitrakoot,58459,Chanahat,PAHARI,1627,Pahari,1045
131,Basti,272048,Chand Chaura,RUDAULI,1566,Rudauli,984
173,Pilibhit,82042,Chand Dandi,LALAURIKHERA,2025,Lalaurikhera,1443
126,Ballia,50056,Chand Diar,MURLICHHAPRA,1500,Murlichhapra,917
171,Moradabad,80537,Chand Kheri,DILARI,2000,Dilari,1418
130,Bareilly,53591,Chand Pura Shivnagar,RAMNAGAR,1554,Ramnagar,972
172,Muzaffarnagar,81338,Chand Samand,KHATAULI,2013,Khatauli,1431
150,Hardoi,68224,Chand Saura,SANDI,1790,Sandi,1208
135,Chandauli,58007,Chandait,NIYAMATABAD,1621,Niyamatabad,1039
186,Unnao,92479,Chandakhera Digalhai,HILAULI,2190,Hilauli,1608
162,Lucknow,75378,Chandanapur,BAKSHI-KA-TALAB,1911,Bakshi-Ka-Talab,1329
125,Bahraich,48749,Chandanpur,BALAHA,1477,Balaha,894
138,Etah,59542,Chandanpur,ALIGANJ,1645,Aliganj,1063
141,Farrukhabad,61575,Chandanpur,KAMALGANJ,1680,Kamalganj,1098
127,Balrampur,269262,Chandanpur,PACHPEDWA,1512,Pachpedwa,929
171,Moradabad,80756,Chandanpur Isapur,MUNDA PANDEY,2003,Munda Pandey,1421
154,Amroha,238800,Chandanpur Khadar,GANGESHWARI,1837,Gangeshwari,1255
133,Budaun,56615,Chandanpur Pukhta,UJHANI,1596,Ujhani,1014
163,Hathras,75862,Chandanpura,HASAYAN,1919,Hasayan,1337
163,Hathras,75995,Chandapa,MURSAN,1921,Mursan,1339
156,Kanpur Dehat,71571,Chandapur,AMRODHA,1849,Amrodha,1267
174,Pratapgarh,82791,Chandapur,LAKSHAMANPUR,2035,Lakshamanpur,1453
187,Varanasi,92974,Chandapur,ARAJILINE,2198,Arajiline,1616
187,Varanasi,265911,Chandapur,KASHI VIDYAPEETH,2203,Kashi Vidyapeeth,1621
135,Chandauli,58008,Chandar Khan,NIYAMATABAD,1621,Niyamatabad,1039
136,Chitrakoot,58330,Chandara Mara,MANIKPUR,1625,Manikpur,1043
150,Hardoi,68225,Chandau Beche,SANDI,1790,Sandi,1208
120,Prayagraj,45225,Chandauhan,PHULPUR,1427,Phulpur,844
121,Ambedkar Nagar,45833,Chandauka,BHITI,1435,Bhiti,852
640,Amethi,91927,Chandauki,SHAHGARH,2180,Shahgarh,1598
122,Auraiya,46767,Chandauli,ERWA KATRA,1447,Erwa Katra,864
170,Mirzapur,79521,Chandauli,JAMALPUR,1984,Jamalpur,1402
180,Shahjahanpur,242099,Chandaura Bahadurpur,MADNAPUR,2107,Madnapur,1525
633,Kasganj,60364,Chandaus,SORON,1659,Soron,1077
177,Saharanpur,85308,Chandav,NAKUR,2077,Nakur,1495
659,Sambhal,80910,Chandawli,SAMBHAL,2005,Sambhal,1423
124,Baghpat,48578,Chandayan,BINAULI,1473,Binauli,890
659,Sambhal,80829,Chandayan,PANWASA,2004,Panwasa,1422
659,Sambhal,80105,Chandbar,ASMAULI,1994,Asmauli,1412
661,Hapur,63560,Chandener,GARH MUKTESHWAR,1713,Garh Mukteshwar,1131
152,Jaunpur,69443,Chandepur,DOBHI,1809,Dobhi,1227
640,Amethi,91898,Chanderiya,SANGRAMPUR,2179,Sangrampur,1597
123,Azamgarh,47876,Chandesar,PALHANI,1463,Palhani,880
172,Muzaffarnagar,81101,Chandheri,BUDHANA,2008,Budhana,1426
120,Prayagraj,44958,Chandi,KORAON,1423,Koraon,840
148,Gorakhpur,65937,Chandi,BANSGAON,1751,Bansgaon,1169
177,Saharanpur,85171,Chandi,MUZAFFARABAD,2075,Muzaffarabad,1493
185,Sultanpur,91067,Chandipur,DHANPATGANJ,2165,Dhanpatganj,1583
122,Auraiya,266265,Chandna Mau Dayal Singh,AJITMAL,1443,Ajitmal,860
119,Aligarh,43561,Chandner,CHANDAUS,1404,Chandaus,821
133,Budaun,56059,Chandoi,ISLAMNAGAR,1587,Islamnagar,1005
130,Bareilly,53016,Chandokha Tondi,BHUTA,1545,Bhuta,963
120,Prayagraj,45382,Chandopara,SAIDABAD,1429,Saidabad,846
128,Banda,51455,Chandour,NARAINI,1523,Naraini,940
185,Sultanpur,91068,Chandour,DHANPATGANJ,2165,Dhanpatganj,1583
130,Bareilly,52720,Chandowa,AALAMPUR JAFARABAD,1541,Aalampur Jafarabad,959
180,Shahjahanpur,270089,Chandpai,SINDHAULI,2111,Sindhauli,1529
150,Hardoi,67727,Chandpur,BHARKHANI,1781,Bharkhani,1199
172,Muzaffarnagar,81455,Chandpur,MUZAFFARNAGAR,2015,Muzaffarnagar,1433
183,Sitapur,89821,Chandpur,PARSENDI,2145,Parsendi,1563
121,Ambedkar Nagar,45646,Chandpur Bhatpura,AKBARPUR,1433,Akbarpur,850
167,Mathura,78177,Chandpur Kalan,NOHJHIL,1959,Nohjhil,1377
176,Rampur,84744,Chandpur Kalan,SHAHABAD,2070,Shahabad,1488
167,Mathura,78178,Chandpur Khurd,NOHJHIL,1959,Nohjhil,1377
633,Kasganj,60309,Chandpur Memara,SIDHPURA,1658,Sidhpura,1076
171,Moradabad,80322,Chandpur Mustahkam,BHAGATPUR TANDA,1997,Bhagatpur Tanda,1415
133,Budaun,56060,Chandpur Nithaya,ISLAMNAGAR,1587,Islamnagar,1005
132,Bijnor,55327,Chandpur Noabad,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
180,Shahjahanpur,86831,Chandpur Padri,BANDA,2098,Banda,1516
185,Sultanpur,91563,Chandpur Saido Patti,KUREBHAR,2173,Kurebhar,1591
183,Sitapur,271468,Chandpur Seth,PAHALA,2144,Pahala,1562
122,Auraiya,46434,Chandpura,ACHCHALDA,1442,Achchalda,859
133,Budaun,55813,Chandpura,BISAULI,1583,Bisauli,1001
173,Pilibhit,81979,Chandpura,BISALPUR,2024,Bisalpur,1442
633,Kasganj,60365,Chandpura Gaupura,SORON,1659,Soron,1077
176,Rampur,84561,Chandpura Qadim,MILAK,2068,Milak,1486
171,Moradabad,80248,Chandpurganesh,BILARI,1998,Bilari,1416
132,Bijnor,55326,Chandpurpheru,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
183,Sitapur,89897,Chandra,PISAWAN,2146,Pisawan,1564
167,Mathura,77946,Chandrabhan Nagla,FARAH,1954,Farah,1372
131,Basti,271235,Chandrabhan Pur,RUDAULI,1566,Rudauli,984
125,Bahraich,49274,Chandradipa,PHAKHARPUR,1485,Phakharpur,902
170,Mirzapur,79447,Chandragarh,HALLIA,1983,Hallia,1401
140,Ayodhya,52105,Chandramau Manga,Mawai,1672,Mawai,1090
150,Hardoi,272485,Chandrampur Pansala,SANDI,1790,Sandi,1208
118,Agra,265542,Chandrapura,JAITPUR KALAN,1395,Jaitpur Kalan,812
183,Sitapur,90041,Chandraseni,REUSA,2148,Reusa,1566
134,Bulandshahr,57471,Chandrawali,SIKANDRABAD,1612,Sikandrabad,1030
187,Varanasi,93234,Chandrawati,CHOLAPUR,2201,Cholapur,1619
125,Bahraich,49588,Chandrwa,VISHESHWARGANJ,1490,Visheshwarganj,907
659,Sambhal,56340,Chandu Nagala,RAJPURA,1592,Rajpura,1010
130,Bareilly,53509,Chandua Chamraua,NAWABGANJ,1553,Nawabganj,971
131,Basti,53799,Chandua Mahrai,BANKATI,1557,Bankati,975
183,Sitapur,88922,Chandupur,AILIYA,2132,Ailiya,1550
171,Moradabad,80621,Chandur Mangol,KUNDARKI,2001,Kundarki,1419
171,Moradabad,80388,Changeri,BILARI,1998,Bilari,1416
171,Moradabad,80466,Changeri,CHHAJLET,1999,Chhajlet,1417
135,Chandauli,266255,Chanhata,CHANDAULI,1618,Chandauli,1036
133,Budaun,55814,Chani,BISAULI,1583,Bisauli,1001
173,Pilibhit,82185,Chant Firojpur,PURANPUR,2027,Puranpur,1445
146,Ghazipur,64369,Chanwar,MARDAH,1727,Mardah,1145
184,Sonbhadra,90278,Chapail,CHATRA,2152,Chatra,1570
150,Hardoi,68001,Chapar Talla,KOTHAWAN,1786,Kothawan,1204
137,Deoria,58647,Chapara Buzurg,BANKATA,1630,Bankata,1048
159,Kheri,73533,Chapardaha,MITAULI,1883,Mitauli,1301
133,Budaun,55945,Chaparkaura Pukhta,DATAGANJ,1585,Dataganj,1003
159,Kheri,268795,Chapartala,PASGAWAN,1888,Pasgawan,1306
131,Basti,54696,Chapilan,VIKRAM JOT,1569,Vikram Jot,987
146,Ghazipur,64653,Chapra,SAIDPUR,1731,Saidpur,1149
177,Saharanpur,84963,Chapradi,BALLIA KHERI,2072,Ballia Kheri,1490
138,Etah,60156,Chaprai,SAKIT,1656,Sakit,1074
120,Prayagraj,45158,Chapro,MEJA,1426,Meja,843
122,Auraiya,46494,Chapta,AJITMAL,1443,Ajitmal,860
120,Prayagraj,45227,Chaq Afrad Urf Mubarakpur,PHULPUR,1427,Phulpur,844
120,Prayagraj,44304,Chaq Kasiram,BAHRIA,1414,Bahria,831
185,Sultanpur,91181,Charauli,DUBEPUR,2167,Dubepur,1585
125,Bahraich,49204,Charda,NAWABGANJ,1484,Nawabganj,901
184,Sonbhadra,90595,Chargara,NAGWA,2157,Nagwa,1575
146,Ghazipur,63944,Charipur,DEVKALI,1721,Devkali,1139
131,Basti,54252,Charkaila,KUDARAHA,1563,Kudaraha,981
173,Pilibhit,81904,Charkhaula,BILSANDA,2023,Bilsanda,1441
169,Meerut,78884,Charla,DAURALA,1970,Daurala,1388
187,Varanasi,93478,Charo,PINDRA,2204,Pindra,1622
148,Gorakhpur,66609,Charpan Buzurg,KAURI RAM,1761,Kauri Ram,1179
172,Muzaffarnagar,81152,Charthawal Rural,CHARTHAWAL,2009,Charthawal,1427
131,Basti,266385,Charthi Kathit,VIKRAM JOT,1569,Vikram Jot,987
183,Sitapur,271126,Charu Birwa,MAHOLI,2142,Maholi,1560
134,Bulandshahr,57562,Chasi,UNCHAGAON,1614,Unchagaon,1032
173,Pilibhit,82107,Chat Dang,MARORI,2026,Marori,1444
175,Rae Bareli,274257,Chataiya,HARCHANDPUR,2052,Harchandpur,1470
659,Sambhal,80184,Chatan,BAHJOI,1995,Bahjoi,1413
132,Bijnor,55156,Chatar Bhojpur Kushal,KIRATPUR,1575,Kiratpur,993
176,Rampur,84746,Chatarpur,SHAHABAD,2070,Shahabad,1488
184,Sonbhadra,90325,Chatarwar,CHOPAN,2153,Chopan,1571
159,Kheri,268256,Chataura,MITAULI,1883,Mitauli,1301
150,Hardoi,68522,Chathia Dhanwar,TODARPUR,1795,Todarpur,1213
130,Bareilly,53018,Chathia Faizoo,BHUTA,1545,Bhuta,963
640,Amethi,84299,Chathuwa,TILOI,2064,Tiloi,1482
150,Hardoi,67671,Chatiha Rampur,BHARAWAN,1780,Bharawan,1198
173,Pilibhit,267626,Chatiya Niyaz Ahmad,AMARIYA,2021,Amariya,1439
640,Amethi,90815,Chatur Bhuj Pur,AMETHI,2160,Amethi,1578
659,Sambhal,56341,Chaturbhanpur,RAJPURA,1592,Rajpura,1010
152,Jaunpur,69321,Chaturbhuzpur (Sampatipathak),BARASATHI,1807,Barasathi,1225
120,Prayagraj,44307,Chaturpur,BAHRIA,1414,Bahria,831
171,Moradabad,80323,Chaturpur Naik,BHAGATPUR TANDA,1997,Bhagatpur Tanda,1415
177,Saharanpur,85309,Chau Sahaspur,NAKUR,2077,Nakur,1495
154,Amroha,238734,Chaubara,GAJRAULA,1836,Gajraula,1254
130,Bareilly,53335,Chaubari,KYARA,1550,Kyara,968
139,Etawah,60771,Chaubeypur,SEFAI,1666,Sefai,1084
157,Kanpur Nagar,244398,Chaubeypur Kala (Ct),CHAUBEYPUR,1860,Chaubeypur,1278
133,Budaun,56291,Chaudera,QADAR CHOWK,1591,Qadar Chowk,1009
125,Bahraich,49139,Chaudhari Gaon,MIHINPURWA,1483,Mihinpurwa,900
150,Hardoi,67802,Chaudhariapur Husepur,BILGRAM,1782,Bilgram,1200
157,Kanpur Nagar,72224,Chaudharipur,CHAUBEYPUR,1860,Chaubeypur,1278
155,Kannauj,270800,Chaudhariyapur Banger,KANNAUJ,1844,Kannauj,1262
154,Amroha,238932,Chaudharpur,JOYA,1839,Joya,1257
134,Bulandshahr,57348,Chauganpur,PAHASU,1610,Pahasu,1028
125,Bahraich,268773,Chaugoi,SHIVPUR,1488,Shivpur,905
148,Gorakhpur,66536,Chauk Mafi,BHAROHIYA,277620,Bharohiya,7480
183,Sitapur,271347,Chaukaniya,PISAWAN,2146,Pisawan,1564
120,Prayagraj,45574,Chaukatha Gaura,URUWAN,1432,Uruwan,849
120,Prayagraj,45576,Chaukatha Tivariyan,URUWAN,1432,Uruwan,849
130,Bareilly,52890,Chaukhandi,BHADPURA,1543,Bhadpura,961
187,Varanasi,92975,Chaukhandi,ARAJILINE,2198,Arajiline,1616
123,Azamgarh,48416,Chauki,THEKMA,1470,Thekma,887
120,Prayagraj,45577,Chauki Mai Arazi Panasa Uparha,URUWAN,1432,Uruwan,849
152,Jaunpur,69382,Chauki Pilkhuwa,DHARMA PUR,1808,Dharma Pur,1226
118,Agra,43156,Chaukra,KHANDAULI,1396,Khandauli,813
144,Gautam Buddha Nagar,63242,Chauna,BISRAKH,1707,Bisrakh,1125
659,Sambhal,56342,Chaupur Danda,RAJPURA,1592,Rajpura,1010
180,Shahjahanpur,87300,Chaura Bagar Khet,MIRZAPUR,2108,Mirzapur,1526
177,Saharanpur,85422,Chaura Dev,PUWARKA,2079,Puwarka,1497
158,Kaushambi,72631,Chauradih,CHAIL,1868,Chail,1286
166,Mainpuri,77582,Chauraipur,KISHNI,1947,Kishni,1365
123,Azamgarh,47496,Chaurasi,MAHRAJGANJ,1457,Mahrajganj,874
172,Muzaffarnagar,81405,Chaurawala,MORNA,2014,Morna,1432
135,Chandauli,58010,Chaurhat,NIYAMATABAD,1621,Niyamatabad,1039
183,Sitapur,89308,Chauriya,KASMANDA,2137,Kasmanda,1555
151,Jalaun,68590,Chaursi,DAKORE,1796,Dakore,1214
183,Sitapur,90042,Chausa,REUSA,2148,Reusa,1566
150,Hardoi,68226,Chausar,SANDI,1790,Sandi,1208
183,Sitapur,89632,Chauva Begampur,MAHOLI,2142,Maholi,1560
130,Bareilly,53093,Chawar,BITHIRI CHAINPUR,1546,Bithiri Chainpur,964
159,Kheri,73816,Chedeya Purab,PALIA,1887,Palia,1305
640,Amethi,90985,Cheera,BHADAR,2163,Bhadar,1581
171,Moradabad,80467,Chendri Akbarpur,CHHAJLET,1999,Chhajlet,1417
170,Mirzapur,79904,Chenduli,PAHARI,1990,Pahari,1408
183,Sitapur,274115,Cheniya,BEHTA,2133,Behta,1551
640,Amethi,84301,Chetra Bujurg,TILOI,2064,Tiloi,1482
172,Muzaffarnagar,81341,Chhacharpur,KHATAULI,2013,Khatauli,1431
133,Budaun,55946,Chhachau,DATAGANJ,1585,Dataganj,1003
177,Saharanpur,85382,Chhachharauli,NANAUTA,2078,Nanauta,1496
147,Gonda,65277,Chhachhpara Kanoongo,JHANJHARI,1741,Jhanjhari,1159
152,Jaunpur,69783,Chhadan,MACHCHALI SHAHAR,1814,Machchali Shahar,1232
659,Sambhal,80830,Chhahechhara,PANWASA,2004,Panwasa,1422
183,Sitapur,89898,Chhaheliya,PISAWAN,2146,Pisawan,1564
187,Varanasi,243374,Chhahi,CHIRAIGAON,2200,Chiraigaon,1618
661,Hapur,63512,Chhajarsi,DHAULANA,1712,Dhaulana,1130
171,Moradabad,80468,Chhajlet,CHHAJLET,1999,Chhajlet,1417
152,Jaunpur,69239,Chhanga Pur,BAKSHA,1806,Baksha,1224
149,Hamirpur,67251,Chhani (Par Maudaha),MAUDAHA,1772,Maudaha,1190
128,Banda,51528,Chhapar,TINDWARI,1524,Tindwari,941
172,Muzaffarnagar,81504,Chhapar,PURKAJI,2016,Purkaji,1434
147,Gonda,65355,Chhapar Talla,KATRA BAZAR,1742,Katra Bazar,1160
146,Ghazipur,63945,Chhapara,DEVKALI,1721,Devkali,1139
131,Basti,54473,Chhapia,RUDAULI,1566,Rudauli,984
148,Gorakhpur,66004,Chhapia Umraw,BARHALGANJ,1752,Barhalganj,1170
131,Basti,274169,Chhapiya Shivbaran,SAU GHAT,1568,Sau Ghat,986
154,Amroha,238801,Chhapna,GANGESHWARI,1837,Gangeshwari,1255
659,Sambhal,56002,Chhapra,GUNNAUR,1586,Gunnaur,1004
172,Muzaffarnagar,81505,Chhapra,PURKAJI,2016,Purkaji,1434
137,Deoria,59384,Chhapra Khurd,RUDRAPUR,1642,Rudrapur,1060
148,Gorakhpur,67041,Chhapra Mansoor,SARDARNAGAR,1768,Sardarnagar,1186
177,Saharanpur,85310,Chhapur,NAKUR,2077,Nakur,1495
177,Saharanpur,85620,Chhapur,SARSAWAN,2082,Sarsawan,1500
172,Muzaffarnagar,81406,Chharchhauli,MORNA,2014,Morna,1432
148,Gorakhpur,66678,Chhatai,KHAJNI,1762,Khajni,1180
120,Prayagraj,45309,Chhatauna,PRATAPPUR,1428,Pratappur,845
175,Rae Bareli,84085,Chhatauna,SARENI,2060,Sareni,1478
147,Gonda,65147,Chhataura,HALDHARMAU,1739,Haldharmau,1157
120,Prayagraj,45578,Chhatava Uparhar,URUWAN,1432,Uruwan,849
156,Kanpur Dehat,71747,Chhateni,MAITHA,1852,Maitha,1270
159,Kheri,73624,Chhatia Saraiyan,MOHAMMADI,1884,Mohammadi,1302
167,Mathura,78077,Chhatikara,MATHURA,1957,Mathura,1375
175,Rae Bareli,83552,Chhatoh,CHHATOH,2048,Chhatoh,1466
140,Ayodhya,61110,Chhatra,MAYA BAZAR,1673,Maya Bazar,1091
123,Azamgarh,47021,Chhattarpur Khushhal,AZMATGARH,1451,Azmatgarh,868
133,Budaun,56617,Chhatuia,UJHANI,1596,Ujhani,1014
159,Kheri,73442,Chhauchh,LAKHIMPUR,1882,Lakhimpur,1300
633,Kasganj,59893,Chhawani,KASGANJ,1651,Kasganj,1069
146,Ghazipur,64029,Chhawani Line,GHAZIPUR,1722,Ghazipur,1140
659,Sambhal,80389,Chhawara,BANIYAKHERA,1996,Baniyakhera,1414
161,Lalitpur,75263,Chhayan,MEHRONI,1909,Mehroni,1327
136,Chitrakoot,58462,Chhechheriha Khurd,PAHARI,1627,Pahari,1045
