gram_panchayat_code,gram_panchayat_name,district_code,parent_kp_code
78134,Bhadokhar,167,1958
47561,Bhadon,123,1458
245662,Bhadpura,130,1545
80903,Bhadraola,659,2005
92966,Bhadrasi,187,2198
46484,Bhadsan,122,1443
92285,Bhadsar Naosahara,186,2187
58708,Bhadsara Deidiha,137,1631
46711,Bhadsiya,122,1446
63557,Bhadsyana,661,1713
92526,Bhaduha,186,2191
74584,Bhadur Ganj,160,1899
73123,Bhaduri,159,1877
60484,Bhadva Savran,139,1661
78626,Bhadwa,168,1966
49267,Bhadwani,125,1485
267403,Bhadwari,128,1517
80747,Bhaepur,171,2003
81735,Bhaga Mohammadganj Mustqil,173,2021
90813,Bhagan Pur,640,2160
49133,Bhagariya,125,1483
49336,Bhagat Purva,125,1486
80383,Bhagatpur Mirzapur,659,1996
55940,Bhagautipur,133,1585
75370,Bhagautipur,162,1911
44433,Bhagauttipur,120,1416
88131,Bhagawanpur,182,2121
271595,Bhagawanpur Tape Terukha,175,2049
62628,Bhagawantpur,142,1696
50488,Bhagawatpur,127,1508
44831,Bhagawtipur,120,296948
48870,Bhaghariya,125,1479
81736,Bhagi Dandi,173,2021
90981,Bhagi Pur,640,2163
84330,Bhagipur,175,2065
61488,Bhagipur Umrah,141,1679
84296,Bhagirathpur,640,2064
62784,Bhagner,143,1699
61745,Bhagora,141,1682
77987,Bhagosa,167,1955
67795,Bhagoutapur,150,1782
85904,Bhagta,178,2086
80315,Bhagtpur Tanda,171,1997
58568,Bhagua,137,1629
57754,Bhagupur,135,1617
50618,Bhagvaanpur,127,1510
61883,Bhagvanpur,141,1684
91632,Bhagvanpur,185,2174
56493,Bhagvatipur,133,1594
267363,Bhagwaanpur,127,1515
265345,Bhagwan Pur,162,1917
86052,Bhagwan Pur Purvi,178,2088
44045,Bhagwanpur,119,1411
48407,Bhagwanpur,123,1470
55212,Bhagwanpur,132,1576
63776,Bhagwanpur,661,1718
66783,Bhagwanpur,148,1764
69860,Bhagwanpur,152,1815
76718,Bhagwanpur,164,1933
82967,Bhagwanpur,174,2038
87777,Bhagwanpur,181,2116
88183,Bhagwanpur,182,2122
87582,Bhagwanpur Bankat,181,2113
84019,Bhagwanpur Barhaiya,175,2059
87778,Bhagwanpur Bhaisahi,181,2116
74810,Bhagwanpur Buzurg,160,1902
50879,Bhagwanpur Grint,127,1513
49201,Bhagwanpur Karinga,125,1484
50799,Bhagwanpur Khadar,127,1512
53213,Bhagwanpur Kundan,130,1548
266264,Bhagwanpur Kurmiyana,125,1483
53214,Bhagwanpur Phulwa,130,1548
50801,Bhagwanpur Seopur,127,1512
84835,Bhagwant Nagar,176,2071
53010,Bhagwantapur,130,1545
88514,Bhagwat Pur,182,2126
73530,Bhagwatipur,159,1883
271016,Bhagwatipur,137,1641
44832,Bhagwatpur,120,296951
42859,Bhahai,167,1954
274038,Bhahai,118,1389
55999,Bhahipur,659,1586
58809,Bhaidavan,137,1633
72774,Bhaila Makdumpur,158,1871
63558,Bhaina Sadarpur,661,1713
81332,Bhaingi,172,2013
239120,Bhainpura,173,2024
78074,Bhainsa,167,1957
88440,Bhainsa,182,2125
67204,Bhainsa Pali,149,1771
59202,Bhainsahi,137,1639
74458,Bhainsahi,160,1897
85835,Bhainsahi,178,2085
66266,Bhainsala,148,1756
85698,Bhainsath,178,2083
81333,Bhainsi,172,2013
80460,Bhainsli Jamalpur,171,1999
56609,Bhainsora,133,1596
77367,Bhainsroli,166,1943
238792,Bhainsroli,154,1837
67244,Bhainsta,149,1772
81579,Bhainswal,660,2018
78172,Bhairai Banger,167,1959
92231,Bhairam Pur,186,2186
65727,Bhairampur,147,1748
89683,Bhairampur,183,2143
90922,Bhairavpur,185,2162
268395,Bhairnwa,158,1869
69637,Bhairo Bhanpur,152,1812
70057,Bhairo Sultanpur,152,1818
71741,Bhairon Shanjahanpur,156,1852
64622,Bhairopur,146,1731
91370,Bhairopur,185,2170
53151,Bhairpura,130,1547
59262,Bhaisadabar,137,1640
49404,Bhaisaha,125,1487
74393,Bhaisaha,160,1896
266136,Bhaisahi,125,1487
85906,Bhaisahia,178,2086
88184,Bhaisahia,182,2122
54404,Bhaisahia Khurd Bujurg,131,1565
50802,Bhaisahwa,127,1512
47102,Bhaisainda Sathari,123,1452
81500,Bhaisani,172,2016
81615,Bhaisani Islampur,660,2019
47203,Bhaisar,123,1453
81501,Bhaisar Heri,172,2016
52353,Bhaisauli,140,1536
83364,Bhaisauna,174,2044
271375,Bhaisaura,135,1620
86342,Bhaishata,179,2093
59885,Bhaisora Buzurg,633,1651
59886,Bhaisora Khurd,633,1651
84478,Bhaiya Nagla,176,2067
74394,Bhajan Chhapra,160,1896
63508,Bhajeda Kalan,661,1712
49008,Bhakala,125,1481
72721,Bhakanda,158,1870
62903,Bhakari,143,1701
58519,Bhakharwar,136,1628
56287,Bhakora,133,1591
56000,Bhakroli,659,1586
69548,Bhakura,152,1811
90244,Bhal Pahari,184,2151
78173,Bhalai,167,1959
68400,Bhalawan,150,1793
93314,Bhalekha,187,2202
81196,Bhaleri,172,2010
86456,Bhalla,179,2094
73437,Bhalliya Bujurg,159,1882
49907,Bhaluhi,126,1497
62904,Bhamai,143,1701
65272,Bhamaicha,147,1741
66527,Bhambhaur,148,277620
58238,Bhambhoura,136,1624
63612,Bhameda,661,1714
81149,Bhamela,172,2009
81660,Bhameri Shahpur,660,2020
44784,Bhamokhar,120,1421
59887,Bhamon,633,1651
53279,Bhamora,130,1549
56406,Bhamori Gauspur,133,1593
80824,Bhamori Patti,659,2004
84515,Bhamrawwa,176,2067
56286,Bhamuiya Bhadsia,133,1591
73698,Bhan Pur,159,1885
44785,Bhanaori,120,1421
267073,Bhandar,129,1533
57277,Bhandauli,134,1599
81616,Bhandaura,660,2019
44713,Bhandewara,120,1420
265510,Bhandiri,118,1386
81401,Bhandur,172,2014
81451,Bhandura,172,2015
81580,Bhanera Jat,660,2018
63681,Bhanera Khurd,145,1715
73617,Bhangeli,159,1884
81581,Bhanju,660,2018
44047,Bhankri Khas,119,1411
75860,Bhankuri,163,1919
69313,Bhannaur,152,1807
51573,Bhanpur,129,1525
55809,Bhanpur,133,1583
58449,Bhanpur,136,1627
77639,Bhanpur,166,1948
82041,Bhanpur,173,2025
242528,Bhanpur,180,2104
271481,Bhanpur,183,2144
51333,Bhantee,128,1521
62738,Bhanupura,143,1698
66969,Bhapsa,148,1767
78690,Bhar,168,1967
58003,Bharachha,135,1621
60914,Bharahu Khata,140,1669
47954,Bharama,123,1464
74881,Bharapatia,160,1903
42975,Bharapur,118,1392
68783,Bharari,151,1799
90322,Bharari,184,2153
65350,Bharatha Itahiya,147,1742
49968,Bharatpur,126,1498
55746,Bharatpur,133,1582
80179,Bharatpur,659,1995
266895,Bharatpur,166,1948
61664,Bharatpur Rasulpur,141,1681
50254,Bharatpur Urf Madhopur,126,1504
75141,Bharatpura,161,1907
85837,Bharatpura,178,2085
62739,Bharaul,143,1698
59457,Bharauli,137,1643
70298,Bharauli,152,1821
53876,Bharauli Babu,131,1558
71095,Bharauli Sirkanipur,155,1840
89164,Bharauna,183,2135
68461,Bharayal,150,1794
57757,Bharehta Kalan,135,1617
266921,Bhareta,159,1877
79819,Bharetha,170,1989
91024,Bharetha,640,2164
81661,Bhari,660,2020
59131,Bharia,137,1638
75372,Bharigahana,162,1911
64623,Bhariya,146,1731
49723,Bharkhokha,126,1493
58240,Bharkorra,136,1624
56610,Bharkuiya,133,1596
63777,Bharna,661,1718
77861,Bharna Khurd,167,1952
77862,Bharnakalan,167,1952
59379,Bharohia,137,1642
66529,Bharohia,148,277620
71980,Bharpura,156,1856
85908,Bharpurwa,178,2086
91063,Bharsada,185,2165
74281,Bharsar Khas,160,1894
74282,Bharsar Narain,160,1894
59889,Bharsoli Jangle,633,1651
80905,Bhartal Sirsi,659,2005
266761,Bhartar,118,1388
297186,Bhartara,659,1995
46556,Bhartaul,122,1444
80986,Bhartawala,171,2006
90039,Bhartha,183,2148
268886,Bhartha,181,2116
69922,Bharthani,152,1816
87066,Bharthauli,180,2102
50161,Bharthawa,126,1502
91559,Bharthi Pur,185,2173
90924,Bharthipur,185,2162
77810,Bhartiya,167,1951
60154,Bhartoli,138,1656
79736,Bharuhana,170,1988
274056,Bharvaliya,182,2121
76358,Bharwalia,164,1928
85986,Bharwalia Chaubey,178,2087
54026,Bharwaliya,131,1560
88515,Bharwaliya,182,2126
88051,Bharwatiya Mustakum,182,2120
81099,Bhasana,172,2008
265884,Bhasaudi,187,2200
53877,Bhashiya,131,1558
76933,Bhashiya,164,1936
46070,Bhasma,121,1438
66603,Bhasma,148,1761
267915,Bhasraund,128,1522
56666,Bhasundhra,133,1597
57613,Bhasur,135,1615
267327,Bhat,179,2097
65142,Bhat Naiyya,147,1739
45451,Bhat Pura,120,1430
69862,Bhat Pura,152,1815
91560,Bhat Pura,185,2173
87067,Bhata Devar,180,2102
63613,Bhatail,661,1714
77438,Bhatani,166,1944
83176,Bhatani,174,2041
80906,Bhataola,659,2005
58450,Bhatari,136,1627
85242,Bhataul,177,2076
57395,Bhataula,134,1611
55941,Bhatauli,133,1585
56494,Bhatauli,133,1594
78418,Bhatauli,168,1963
85988,Bhatauli,178,2087
59133,Bhatauli Khurd,137,1638
81335,Bhataura,172,2013
86185,Bhataura,178,2090
91687,Bhatera,185,2175
44715,Bhaterawa,120,1420
80317,Bhatgawan,171,1997
91254,Bhatgawan,640,2168
74206,Bhathahi Babu,160,1893
50162,Bhati,126,1502
88652,Bhatijwa Pur,182,2128
47562,Bhatin Para,123,1458
47489,Bhatini,123,1457
87337,Bhatiura Prathvipur,180,2109
87404,Bhatiuriya,180,2110
63464,Bhatjan,145,1711
78629,Bhatkol,168,1966
59079,Bhatni Buzurg,137,1637
48174,Bhatora,123,1467
67669,Bhatpur,150,1780
55810,Bhatpura,133,1583
69693,Bhatpura,152,1813
84670,Bhatpura,176,2069
93312,Bhatpurva Kala,187,2202
49520,Bhatpurwa,125,1489
65731,Bhatpurwa,147,1748
74022,Bhatpurwa,159,1890
92967,Bhatsar,187,2198
90431,Bhatulia,184,297517
74587,Bhatwalia Khas,160,1899
91561,Bhatwara,185,2173
60305,Bhau Pura,633,1658
84836,Bhau Pura,176,2071
46870,Bhaugaicha,123,1449
77864,Bhaugaon Bangar,167,1952
73877,Bhaunapur,159,1888
77695,Bhaupur,166,1949
85415,Bhaupur,177,2079
271564,Bhaupur,183,2135
60359,Bhaupura,633,1659
86826,Bhaur Kheda J Jigania,180,2098
85989,Bhaura,178,2087
66268,Bhaurabari,148,1756
64364,Bhauraha,146,1727
91896,Bhausinghpur,640,2179
53878,Bhausingpur,131,1558
87297,Bhauti,180,2108
72368,Bhautipratappur,157,1863
66912,Bhauwapar,148,1766
63509,Bhava,661,1712
90982,Bhava Pur,640,2163
91897,Bhaval Pur,640,2179
58641,Bhavani Chhapar,137,1630
82602,Bhavani Garh,174,2032
65489,Bhavani Pur,147,1744
266057,Bhavanipur,133,1582
51575,Bhavaniyapur,129,1525
77988,Bhavanpura,167,1955
55811,Bhavipur,133,1583
63009,Bhavli,143,1703
47104,Bhawa Raipur Patti Tandan Rai,123,1452
266366,Bhawain,119,1409
238793,Bhawali,154,1837
80101,Bhawalpur Wasli,659,1994
80180,Bhawan,659,1995
89819,Bhawana,183,2145
80907,Bhawanch,659,2005
87651,Bhawani Nagar,181,2114
83304,Bhawanigarh,174,2043
274209,Bhawanigarh,185,2161
52101,Bhawanipur,140,1672
73619,Bhawanipur,159,1884
77525,Bhawanipur,166,1946
80825,Bhawanipur,659,2004
83584,Bhawanipur,175,2049
88996,Bhawanipur,183,2133
55871,Bhawanipur Khalli,133,1584
55872,Bhawanipur Kheru,133,1584
84020,Bhawanipur1,175,2059
48747,Bhawaniyapur Banghusari,125,1477
47105,Bhawanpur,123,1452
72947,Bhawansuri,158,1874
60915,Bhawapur,140,1669
90245,Bhawar,184,2151
271983,Bhawaraipur Patti Bankarai,123,1452
49757,Bhawarpur,126,1494
270579,Bhawnathpur,168,1967
48409,Bhawtar Chak Bhawtar,123,1470
90659,Bhbhaech,184,2158
238587,Bheda Bhartpur,154,1834
58812,Bheda Pakadkala,137,1633
88443,Bhedauha,182,2125
48027,Bhedia,123,1465
268213,Bhedpur,180,2100
270992,Bheekharpur,185,2165
267386,Bheeta,131,1560
84297,Bhelai Kalan,640,2064
272328,Bhelao,120,1430
78420,Bhelaur,168,1963
43355,Bhelet Ramnagar,119,1401
75025,Bhelonilodh,161,1905
74883,Bhelya,160,1903
51577,Bhenduva Bahrela,129,1525
80700,Bhensia,171,2002
43195,Bhenson,118,1397
78746,Bheryaghar,168,1968
53378,Bheta Buzurg,130,1551
51637,Bhetauli Kala,129,1526
47951,Bhetaura,123,1464
68158,Bhethua,150,1789
71743,Bhevan,156,1852
90984,Bhewyi,640,2163
60360,Bhidauni,633,1659
78175,Bhidauni Bangar,167,1959
61884,Bhidaur,141,1684
268046,Bhidavali,118,1399
86639,Bhidiura,179,2096
80245,Bhidwari,171,1998
81296,Bhiimla,660,2012
80463,Bhikampur Asdalpur,171,1999
56337,Bhikampur Jagir Danda,659,1592
56338,Bhikampur Jaini,659,1592
63615,Bhikanpur,661,1714
80617,Bhikanpur Kulwara,171,2001
83754,Bhikh,175,2053
86640,Bhikhamapur,179,2092
75210,Bhikhampur,161,1908
82329,Bhikhampur,174,2028
92971,Bhikhampur,187,2198
272035,Bhikhampur,123,1462
44834,Bhikhampur Maidwara,120,296951
71744,Bhikhar,156,1852
92969,Bhikhari Pur,187,2198
81740,Bhikharipur,173,2021
51578,Bhikharpur,129,1525
46485,Bhikhepur,122,1443
64497,Bhikhi Chaura,146,1729
84240,Bhikhipur,640,2063
91441,Bhikhipur,640,2171
63748,Bhikkanpur,145,1717
81452,Bhikki,172,2015
81582,Bhikki Majra,660,2018
91122,Bhilampur,185,2166
88517,Bhilauri Bhilaura,182,2126
48329,Bhilihili,123,1469
92970,Bhim Chandi,187,2198
91026,Bhimi,640,2164
59458,Bhimpur,137,1643
50088,Bhimpura No.1 T. Barewa,126,1501
50363,Bhind Kund,126,1506
58938,Bhinda Mishra,137,1635
81741,Bhindara,173,2021
51525,Bhindaura,128,1524
50364,Bhindlakhan Singha,126,1506
56495,Bhinduliya Plasi,133,1594
72219,Bhindury,157,1860
266529,Bhingri,125,1486
69231,Bhioraha,152,1806
78294,Bhira,168,1961
81402,Bhiraheri,172,2014
56339,Bhiravati,659,1592
73532,Bhirawan Grant,159,1883
73074,Bhirgaun,159,1876
86641,Bhiriura,179,2096
52579,Bhiriya,129,1539
49521,Bhirwa,125,1489
80908,Bhirwara,659,2005
241729,Bhisavan,137,1644
268530,Bhismapur,174,2044
90246,Bhisur,184,2151
46072,Bhisva Chitauna,121,1438
265838,Bhiswa,137,1629
76359,Bhiswan Urf Kotiya,164,1928
66674,Bhitaha Kunwar,148,1762
86145,Bhitaha Urf Kataha,178,2089
82533,Bhitara,174,2031
60970,Bhitari,140,1670
92659,Bhitauli,186,2193
59890,Bhitauna,633,1651
272618,Bhitaura,126,1506
45903,Bhitaura South,121,1436
51334,Bhitee,128,1521
67558,Bhithari,150,1778
89893,Bhithaura,183,2146
87653,Bhithiya Chichri,181,2114
90040,Bhithnapur,183,2148
79994,Bhiti,170,1992
66000,Bhiti Baal,148,1752
66001,Bhiti Dube,148,1752
265947,Bhiti Kursi,156,1855
68159,Bhiti Newada,150,1789
90753,Bhiti Paharpur,185,2172
44835,Bhiti Ta Asudualapur,120,296951
54469,Bhitiayakalan,131,1566
67085,Bhitiha Panday,148,1769
87167,Bhitiya Pauki,180,2104
86056,Bhitkini,178,2088
50579,Bhitwaria,127,1509
82904,Bhiwani,174,2037
52945,Bhjhia Janoobi,130,1544
48944,Bhkhaura Mafi,125,1480
80618,Bhnadri,171,2001
91442,Bhoe,640,2171
48802,Bhoga Jot,125,1478
55873,Bhogajit Nagariya,133,1584
45302,Bhogawara,120,1428
86057,Bhogipur,178,2088
55214,Bhogli,132,1576
55215,Bhogpur,132,1576
60306,Bhogpur,633,1658
50055,Bhojapur,126,1500
58005,Bhojapur,135,1621
64773,Bhojapur,146,1733
74396,Bhojauli Buzurg,160,1896
269378,Bhojauli Khurd,160,1896
51001,Bhojehara,127,1515
81502,Bhojhaheri,172,2016
49758,Bhojpur,126,1494
52794,Bhojpur,130,1542
63465,Bhojpur,145,1711
90983,Bhojpur,640,2163
56288,Bhojpur Narayanpur,133,1591
50619,Bhojpur Tharu,127,1510
62842,Bhondela,143,1700
65143,Bhonka,147,1739
56289,Bhooda Bhadraul,133,1591
82101,Bhooda Sarainda Mustqil,173,2026
81197,Bhooma,172,2010
81336,Bhoopkheri,172,2013
80385,Bhoor Maresi,171,1998
53090,Bhoora,130,1546
56408,Bhoorh Khitaura,133,1593
81403,Bhopa,172,2014
44201,Bhopat Pur,120,1413
58642,Bhopat Pura,137,1630
73124,Bhopati Pur,159,1877
72881,Bhopatpur,158,1873
49407,Bhopatpur Chauki,125,1487
81542,Bhora Kalan,172,2017
272136,Bhorajpur Kalan,123,1450
67722,Bhorapur,150,1781
93572,Bhorkala,187,2205
271117,Bhorkudi,183,2142
84838,Bhot Baqqal,176,2071
269219,Bhotha,178,2089
52357,Bhouli,140,1536
58328,Bhounri,136,1625
73256,Bhouwapur Kalan,159,1879
63749,Bhowapur,145,1717
63778,Bhowapur,661,1718
63779,Bhowapur Mastan Nagar,661,1718
55875,Bhoyas,133,1584
91179,Bhoyen,185,2167
59617,Bhraguwasini,633,1646
59134,Bhrigusari,137,1638
53938,Bhuar Sarai,131,1558
50365,Bhuari,126,1506
50208,Bhuda Dih,126,1503
51572,Bhudehari Narayanpur,129,1525
270336,Bhudeli,180,2103
61807,Bhudhiya Bhera,141,1683
63511,Bhudia,661,1712
242973,Bhudia Ta Kumhraur,180,2108
269563,Bhudiaya,180,2101
65734,Bhudkuda,147,1748
271125,Bhuekura,183,2142
71509,Bhuganiyapur,156,1848
48247,Bhuidharpur,123,1468
88192,Bhuigawan,182,2122
74955,Bhujauli,160,1904
267886,Bhujauli,128,1524
274045,Bhujauli,182,2121
47269,Bhujhi,123,1454
60307,Bhujpura,633,1658
266094,Bhujpura Tappa Jamini,133,1593
266421,Bhulaipur,179,2094
48412,Bhulandih,123,1470
73125,Bhulanpur,159,1877
80246,Bhulawai,659,1996
45303,Bhulendra,120,1428
45754,Bhulepur,121,1434
56667,Bhundi,133,1597
55747,Bhur Bisauli,133,1582
268569,Bhur Haar,166,1943
73814,Bhura,159,1887
81742,Bhura,173,2021
53144,Bhura Bahadurpur,130,1547
80102,Bhura Begampur,659,1994
266220,Bhura Kishan Garhi,119,1405
81503,Bhuraheri,172,2016
62309,Bhurchuni,142,1691
266784,Bhureka,167,1959
46486,Bhureypur Kalan,122,1443
71365,Bhurha,155,1846
73878,Bhurha,159,1888
43702,Bhuria Majra Rampur,119,1406
89077,Bhurkuri,183,2134
86961,Bhursandi,180,2100
88606,Bhusaila Adai,182,2127
70507,Bhusauri,152,1824
56056,Bhusaya,133,1587
54471,Bhusdi Urf Rai Nagar,131,1566
67913,Bhusehra,150,1784
50805,Bhushar Uchwa,127,1512
90814,Bhushari,640,2160
91027,Bhusiyawan,640,2164
83109,Bhuwalpur Domipur,174,2040
81404,Bhuwapur,172,2014
61573,Bibi Pur,141,1680
78356,Bibi Pur,168,1962
53280,Bibia Pur Kayasthan,130,1549
91238,Bibiganj,185,2167
48946,Bibipur,125,1480
50436,Bibipur,126,1507
56109,Bibipur,133,1588
72276,Bibipur,157,1861
73191,Bibipur,159,1878
80464,Bibipur,171,1999
46074,Bibipur Bhushauli,121,1438
81261,Bibipur Hatiya,660,2011
81663,Bibipur Jalalabad,660,2020
244576,Bibiya Jalalpur,155,1840
238588,Bibra Kalan,154,1834
238589,Bibra Khurd,154,1834
92590,Bich Pari,186,2192
60432,Bicharpura,139,1660
80386,Bicheta Qazi,659,1996
57220,Bichhat Sujanpur,134,1608
77747,Bichhawan,166,1950
54318,Bichhiya Pandey,131,1564
268276,Bichiya Nagar,159,1883
77640,Bichiya Vikrampur,166,1948
245732,Bichola Dhuki,171,1998
80827,Bichpuri,659,2004
271123,Bidanpur,183,2142
43835,Bidaraka,119,1408
63132,Bidarkha,143,1705
81664,Bidauli,660,2020
55748,Bidha Nagala,133,1582
43089,Bidhouli Jagner,118,1394
50367,Bigah Jamin Bigha,126,1506
45572,Bigahani,120,1432
45221,Bigahiya,120,297887
75142,Bigha Mahawat,161,1907
46487,Bighepur,122,1443
72882,Bighra Usmanpur,158,1873
77440,Bighrayi,166,1944
61666,Bihar,141,1681
64365,Bihara,146,1727
85700,Biharey,178,2083
60769,Bihari Bhatpura,139,1666
55942,Biharipur,133,1585
81978,Biharipur Kamirkha,173,2024
52717,Bihat,130,1541
89894,Bihat Gaur,183,2146
44836,Bihka Urf Pura Mufti,120,296951
63559,Bihooni,661,1713
57278,Bihra,134,1599
271844,Bihuli Somali Urf Hanumanganj,160,1900
67306,Bihunikala,149,1773
61443,Bijadhar Pur/Bijadhar Pur Central Jail,141,1678
272036,Bijahar Mainuddinpur,123,1460
270046,Bijahra,146,1723
70804,Bijaigarh,153,1829
84482,Bijaiya,176,2067
70805,Bijarwara,153,1829
48413,Bijauli,123,1470
62906,Bijauli,143,1701
89685,Bijauli,183,2143
269505,Bijauli,184,2158
58705,Bijauli Bhaiya,137,1631
45573,Bijaura,120,1432
60069,Bijaura Swarg Dwari,633,1654
83368,Bijemau,174,2044
91496,Bijethuaa Rajapur,185,2172
46560,Bijhalpur,122,1444
238795,Bijhalpur,154,1837
44529,Bijhauli,120,1417
73440,Bijhouli,159,1882
70011,Bijhwar Sagar,152,1817
70806,Bijna,153,1829
80701,Bijna,171,2002
79010,Bijoli,169,1973
81453,Bijopura,172,2015
50621,Bijuliya,127,1510
80749,Bikanpur,171,2003
64021,Bikapur,146,1722
64626,Bikarampur,146,1731
297493,Bikarwa,147,1742
52360,Bikaval,140,1536
91236,Bikna,185,2167
53281,Bikrampur,130,1549
80318,Bilakudan,171,1997
80103,Bilal Pat,659,1994
61810,Bilal Pur Turkhata,141,1683
62630,Bilandpur,142,1696
82179,Bilandpur Ashok,173,2027
80387,Bilari (Dehat),171,1998
73968,Bilaria,159,1889
52888,Bilas Nagar,130,1543
81454,Bilaspur,172,2015
81743,Bilaspur,173,2021
60308,Bilauti,633,1658
46488,Bilawa,122,1443
80319,Bilawala Mustahkam,171,1997
82102,Bilganwa,173,2026
56231,Bilhari,133,1590
51453,Bilharka,128,1523
52287,Bilkhiya,129,1535
90323,Billi Markundi,184,2153
48697,Bilochpura,124,1476
70585,Biloie,152,1825
53216,Bilpur,130,1548
49586,Bilrwa,125,1490
53646,Bilsa,130,1555
87407,Bilsandi Bujurg,180,2110
59539,Bilsarh Pachhayan,138,1645
88860,Binaika,182,2131
92527,Binaika,186,2191
48576,Binauli,124,1473
77526,Binayakpur,166,1946
272350,Binayaktari,148,1761
72723,Bindaw,158,1870
74815,Binduar,160,1902
46875,Binduie,123,1449
77310,Binepur,166,1942
268878,Binjaha,159,1890
55216,Binjahedi,132,1576
85612,Binna Kheri,177,2082
73761,Binoura,159,1886
59618,Binpur Kalan,633,1646
65205,Binuhni,147,1740
271344,Bipchriya,183,2146
58455,Bir Ghumai Surki,136,1627
67427,Bir Khera,149,1776
85087,Bira Kheri,177,2074
59891,Birahara,633,1651
49524,Birahim Diha,125,1489
86829,Birahimpur Jhajhariya,180,2098
71366,Birahimpur Nizampur,155,1846
60692,Birahipur,139,1665
70508,Biraili,152,1824
273996,Biraipur,174,2032
84298,Biraj,640,2064
81297,Biral,172,2008
81150,Biralsi,172,2009
63780,Birampur,661,1718
83054,Birapur Khurd,174,2039
89755,Birasi,183,2144
60849,Birauli Jham,140,1668
60361,Biraunchi,633,1659
270740,Biraupur,146,1729
64367,Birbalpur,146,1727
88134,Birdpur No. 12,182,2121
44203,Birgapur,120,1413
238862,Birhammabad,154,1838
63133,Birhammabad Lachhapur,143,1705
46489,Birhuni,122,1443
71631,Biriya Derapur,156,1850
78176,Birju Garhi,167,1959
65206,Birmapur,147,1740
43416,Birner,119,1402
67800,Birni,150,1782
79364,Birohi,170,1982
77811,Birona,167,1951
63879,Birpur,146,1720
79743,Birpur,170,1988
80750,Birpur Baryan Urf Kharag,171,2003
87780,Birpur Laukiha,181,2116
80751,Birpur Than,171,2003
76121,Birra,163,1923
61811,Birsingh Pur,141,1683
64706,Birsingh Pur,146,1732
87573,Birsinghpur,180,2112
269609,Birsinghpur,166,1946
59892,Birsua,633,1651
77311,Birthua,166,1942
239092,Biruhuan,156,1855
65273,Birwa Babhani,147,1741
47767,Bisaham Mirjapur,123,1461
80752,Bisahat Jaitpura,171,2003
46490,Bisalpur,122,1443
67036,Bisambhar Pur,148,1768
64707,Bisambharpur Panjum,146,1732
268005,Bisandikhurd,128,1518
91800,Bisara Paschim,640,2177
86644,Bisauli Kripalpur,179,2092
70381,Bisawa,152,1822
91065,Bisawa,185,2165
238663,Bisawali Mustakam,154,1835
84083,Bisayakpur,175,2060
89079,Bisendi,183,2134
69550,Bishambhara Urf Zamunipur,152,1811
43837,Bishanpur,119,1408
55669,Bishanpur Bidra,132,1580
56233,Bisharat Nagar,133,1590
42865,Bishari Bhand,118,1389
80181,Bisharu,659,1995
57975,Bishesarpur,135,1620
271710,Bishhunpura,148,1762
52889,Bishi Rampura,130,1543
268310,Bishokar,159,1883
49909,Bishukia,126,1497
89381,Bishun Nagar,183,2138
48875,Bishun Pur Teri,125,1479
75991,Bishundas,163,1921
50494,Bishunipur,127,1508
271649,Bishunpul Gujara,152,1822
47014,Bishunpur,123,1451
47622,Bishunpur,123,1459
51845,Bishunpur,129,1529
50623,Bishunpur Kalaa,127,1510
65207,Bishunpur Mafi,147,1740
49970,Bishunpura,126,1498
76795,Bishunpura,164,1934
79996,Bishunpura,170,1992
56234,Bishunpuri,133,1590
63240,Bisnoli,144,1707
273837,Bisunapur,181,2114
57279,Bisundra,134,1599
86746,Bisunpur,179,2097
83369,Bisunpur Kala,174,2044
64287,Bisunpur Tarwa,146,1726
267893,Bisunpur Uperwar,146,1724
76557,Biswanath Pur Urf Paravaniyan,164,1931
81100,Bitaoda,172,2008
53443,Bitham Naugawan,130,1552
90730,Bithgawn Nishph B,184,2158
72162,Bithi Haveli,157,1859
82105,Bithra,173,2026
53507,Bithri,130,1553
56611,Bitroi,133,1596
79519,Biyarhi,170,1984
58386,Biyawal Mustkil,136,1626
80987,Bobadhwala,171,2006
57467,Bodah,134,1612
271377,Bodalpur,135,1620
74283,Bodarwar,160,1894
60112,Bodha Nagaria,633,1655
271269,Bodhadih,184,297516
74397,Bodhi Chhapra,160,1896
274402,Bodiya,126,1498
82905,Boghi,174,2037
90113,Bohra,183,2149
57976,Bojh,135,1620
83513,Bojhi Bhula Mau,640,2047
49136,Bojhiya,125,1483
82788,Bojhwa,174,2035
43705,Bonai,119,1406
60113,Bonder,633,1655
85614,Bonsa,177,2082
92286,Boolapur Hasan Pur,186,2187
48032,Boorhapur Kutub Ali,123,1465
86747,Bori Bojh,179,2092
58576,Boria Anant,137,1629
64550,Borvan Kalan,146,1730
59204,Bourdih,137,1639
81298,Braham Khera,660,2012
267260,Brahampur Kundan,130,1548
271000,Brahimpur,185,2165
60362,Brahm Puri,633,1659
83514,Brahmani,640,2047
60811,Brahmanipur,139,1667
69234,Brahmanpur Barkhandi,152,1806
89895,Brahmaula,183,2146
89630,Brahmawali,183,2142
56552,Brahmpur,133,1595
76796,Brahmpur,164,1934
91124,Bramhrauli,185,2166
91066,Brasin,185,2165
77749,Brijpur,166,1950
54887,Buapurnatthu,132,1572
57121,Bubupur,134,1599
91960,Bubupur,640,2181
